Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
3,1965,"1,965.17",3/31/1965,31.310,"190,533.69","2,401.10","1,811.04","3,071.76","190,533.69",31.31,31.31,"4,618.67",35.50,23.0766,21.4528,-1.30%,0.42%,0.08%,0.23%,-1.30%,0.00%,0.00%,0.62%,-0.10%,1.89%,1.03%,-0.96%,244.13,12.61,"4,245.65",0.00,-1.304%
4,1965,"1,965.25",4/30/1965,31.380,"197,538.45","2,407.56","1,823.58","3,081.82","197,538.45",31.38,31.38,"4,618.67",35.50,23.7488,22.0971,3.45%,0.05%,0.47%,0.10%,3.45%,0.00%,0.00%,-0.22%,-0.22%,1.10%,0.66%,2.76%,246.50,12.55,"4,173.12",0.00,0.000%
5,1965,"1,965.33",5/31/1965,31.480,"196,490.72","2,412.11","1,829.92","3,091.91","196,490.72",31.48,31.48,"4,575.16",35.50,23.2439,21.6446,-0.85%,-0.13%,0.03%,0.01%,-0.85%,0.00%,0.00%,-1.26%,-0.32%,0.11%,-1.61%,-0.71%,239.88,12.28,"4,184.03",0.00,-0.846%
6,1965,"1,965.42",6/30/1965,31.610,"187,417.99","2,426.48","1,836.28","3,101.93","187,417.99",31.61,31.61,"4,638.01",35.50,22.1445,20.6358,-5.01%,0.18%,-0.07%,-0.09%,-5.01%,0.00%,0.00%,0.96%,-0.41%,-4.34%,0.59%,-3.98%,241.59,12.44,"4,195.82",0.00,-5.814%
7,1965,"1,965.50",7/31/1965,31.580,"190,429.44","2,431.05","1,842.66","3,111.76","190,429.44",31.58,31.58,"4,633.95",35.50,22.4573,20.9452,1.70%,0.28%,0.44%,0.41%,1.70%,0.00%,0.00%,0.01%,0.09%,0.89%,2.20%,1.42%,251.59,12.67,"4,091.60",0.00,-4.209%
8,1965,"1,965.58",8/31/1965,31.550,"195,213.20","2,429.78","1,845.90","3,121.71","195,213.20",31.55,31.55,"4,648.27",35.50,22.8890,21.3673,2.61%,0.04%,0.27%,0.42%,2.61%,0.00%,0.00%,0.40%,0.10%,2.84%,-1.00%,2.09%,248.08,12.72,"4,155.39",0.00,-1.710%
9,1965,"1,965.67",9/30/1965,31.620,"201,958.22","2,422.76","1,830.37","3,131.70","201,958.22",31.62,31.62,"4,663.81",35.50,23.5200,21.9770,3.23%,-0.51%,-1.06%,0.10%,3.23%,0.00%,0.00%,0.11%,-0.22%,0.64%,-0.13%,2.47%,243.00,11.85,"3,942.64",0.00,0.000%
10,1965,"1,965.75",10/31/1965,31.650,"207,989.19","2,419.83","1,818.25","3,141.93","207,989.19",31.65,31.65,"4,737.39",35.50,24.0420,22.4846,2.89%,-0.22%,-0.76%,0.23%,2.89%,0.00%,0.00%,1.48%,-0.09%,2.52%,1.56%,2.26%,237.13,11.40,"3,874.98",0.00,0.000%
11,1965,"1,965.83",11/30/1965,31.750,"206,676.57","2,415.10","1,821.69","3,152.48","206,676.57",31.75,31.75,"4,842.04",35.50,23.7577,22.2383,-0.94%,-0.51%,-0.13%,0.02%,-0.94%,0.00%,0.00%,1.89%,-0.31%,4.68%,0.15%,-0.86%,231.88,11.87,"4,115.59",0.00,-0.944%
12,1965,"1,965.92",12/31/1965,31.850,"209,037.42","2,391.27","1,812.88","3,163.23","209,037.42",31.85,31.85,"4,933.60",35.50,23.8480,22.3428,0.82%,-1.30%,-0.80%,0.03%,0.82%,0.00%,0.00%,1.57%,-0.31%,2.06%,2.03%,0.40%,233.89,11.98,"4,106.03",0.00,-0.127%
1,1966,"1,966.00",1/31/1966,31.880,"210,578.51","2,400.54","1,789.15","3,174.78","210,578.51",31.88,31.88,"5,090.42",35.40,23.8953,22.4077,0.64%,0.29%,-1.40%,0.27%,0.64%,0.00%,0.00%,3.08%,-0.38%,3.84%,3.56%,0.57%,232.97,11.78,"4,042.04",0.00,0.000%
2,1966,"1,966.08",2/28/1966,32.080,"207,340.60","2,349.22","1,775.46","3,186.92","207,340.60",32.08,32.08,"5,040.40",35.40,23.2765,21.8459,-2.15%,-2.75%,-1.38%,-0.24%,-2.15%,0.00%,0.00%,-1.60%,-0.62%,4.40%,0.33%,-2.27%,231.65,11.33,"3,899.03",0.00,-2.151%
3,1966,"1,966.17",3/31/1966,32.180,"203,344.71","2,416.25","1,722.85","3,199.27","203,344.71",32.18,32.18,"4,942.73",35.40,22.6541,21.2783,-2.23%,2.53%,-3.26%,0.08%,-2.23%,0.00%,0.00%,-2.24%,-0.31%,0.99%,-1.98%,-1.28%,237.05,11.64,"3,903.61",0.00,-4.335%
4,1966,"1,966.25",4/30/1966,32.280,"208,052.87","2,410.75","1,777.66","3,211.51","208,052.87",32.28,32.28,"5,076.51",35.40,22.9617,21.5872,2.00%,-0.54%,2.86%,0.07%,2.00%,0.00%,0.00%,2.39%,-0.31%,3.43%,-0.46%,1.49%,240.13,12.39,"4,092.41",0.00,-2.424%
5,1966,"1,966.33",5/31/1966,32.350,"197,328.39","2,418.50","1,772.93","3,223.87","197,328.39",32.35,32.35,"5,113.88",35.40,21.6644,20.3823,-5.36%,0.10%,-0.48%,0.17%,-5.36%,0.00%,0.00%,0.52%,-0.22%,-4.60%,-1.63%,-4.27%,236.61,12.20,"4,077.88",0.00,-7.654%
6,1966,"1,966.42",6/30/1966,32.380,"194,684.20","2,396.49","1,762.63","3,236.33","194,684.20",32.38,32.38,"5,378.04",35.40,21.2471,20.0060,-1.43%,-1.00%,-0.67%,0.29%,-1.43%,0.00%,0.00%,5.07%,-0.09%,1.03%,0.50%,-1.35%,247.17,12.89,"4,113.17",0.00,-8.976%
7,1966,"1,966.50",7/31/1966,32.450,"192,618.91","2,391.62","1,749.75","3,248.47","192,618.91",32.45,32.45,"5,480.01",35.40,20.5432,19.3592,-1.27%,-0.42%,-0.95%,0.16%,-1.27%,0.00%,0.00%,1.68%,-0.22%,-0.36%,0.95%,-1.11%,250.55,13.14,"4,125.78",0.00,-10.135%
8,1966,"1,966.58",8/31/1966,32.650,"178,197.70","2,345.14","1,751.07","3,261.47","178,197.70",32.65,32.65,"5,416.81",35.40,19.0754,17.9877,-8.05%,-2.54%,-0.54%,-0.22%,-8.05%,0.00%,0.00%,-1.76%,-0.61%,-3.27%,0.43%,-6.96%,253.35,13.69,"4,238.61",0.00,-17.373%
9,1966,"1,966.67",9/30/1966,32.750,"177,505.53","2,418.00","1,697.78","3,274.95","177,505.53",32.75,32.75,"5,260.59",35.40,18.8334,17.7731,-0.69%,2.79%,-3.34%,0.11%,-0.69%,0.00%,0.00%,-3.18%,-0.31%,-1.04%,0.56%,0.00%,272.29,14.68,"4,214.37",0.00,-17.945%
10,1966,"1,966.75",10/31/1966,32.850,"186,499.67","2,437.49","1,773.83","3,289.60","186,499.67",32.85,32.85,"5,111.50",35.40,19.6138,18.5264,4.75%,0.50%,4.16%,0.14%,4.75%,0.00%,0.00%,-3.13%,-0.30%,-6.52%,2.69%,3.89%,272.29,14.65,"4,191.44",0.00,-14.050%
11,1966,"1,966.83",11/30/1966,32.880,"187,637.59","2,419.46","1,803.86","3,304.27","187,637.59",32.88,32.88,"5,230.70",35.40,19.6006,18.5284,0.52%,-0.83%,1.60%,0.35%,0.52%,0.00%,0.00%,2.24%,-0.09%,4.24%,-4.69%,0.24%,262.09,13.80,"4,090.29",0.00,-13.604%
12,1966,"1,966.92",12/31/1966,32.920,"187,915.10","2,521.60","1,776.35","3,318.92","187,915.10",32.92,32.92,"5,153.36",35.40,19.5027,18.4503,0.03%,4.09%,-1.64%,0.32%,0.03%,0.00%,0.00%,-1.60%,-0.12%,1.97%,-1.19%,0.84%,261.45,14.02,"4,152.64",0.00,-13.582%
1,1967,"1,967.00",1/31/1967,32.900,"203,171.44","2,555.05","1,853.71","3,332.63","203,171.44",32.90,32.90,"5,157.42",35.50,20.9641,19.8534,8.18%,1.39%,4.42%,0.47%,8.18%,0.00%,0.00%,0.14%,0.34%,8.32%,2.27%,6.82%,259.28,14.07,"4,189.09",0.00,-6.509%
2,1967,"1,967.08",2/28/1967,33.000,"204,136.83","2,525.17","1,897.51","3,345.74","204,136.83",33.00,33.00,"5,260.86",35.50,20.8798,19.7889,0.17%,-1.47%,2.05%,0.09%,0.17%,0.00%,0.00%,1.70%,-0.30%,3.35%,-2.22%,-0.16%,242.73,13.32,"4,223.30",0.00,-6.349%
3,1967,"1,967.17",3/31/1967,33.000,"212,751.22","2,578.76","1,834.63","3,358.46","212,751.22",33.00,33.00,"5,330.74",35.50,21.6401,20.5259,4.22%,2.12%,-3.31%,0.38%,4.22%,0.00%,0.00%,1.33%,0.00%,1.55%,0.37%,3.80%,243.12,13.78,"4,348.41",0.00,-2.397%
4,1967,"1,967.25",4/30/1967,33.100,"222,306.85","2,532.81","1,874.82","3,370.38","222,306.85",33.10,33.10,"5,372.05",35.50,22.3817,21.2468,4.18%,-2.08%,1.88%,0.05%,4.18%,0.00%,0.00%,0.47%,-0.30%,0.63%,-2.48%,2.92%,234.23,13.30,"4,342.36",0.00,0.000%
5,1967,"1,967.33",5/31/1967,33.100,"211,221.07","2,537.01","1,830.96","3,381.16","211,221.07",33.10,33.10,"5,673.88",35.50,21.1885,20.1254,-4.99%,0.17%,-2.34%,0.32%,-4.99%,0.00%,0.00%,5.62%,0.00%,1.90%,1.09%,-3.96%,227.58,13.04,"4,370.29",0.00,-4.987%
6,1967,"1,967.42",6/30/1967,33.300,"215,493.16","2,467.92","1,806.11","3,391.31","215,493.16",33.30,33.30,"5,382.53",35.50,21.3736,20.3163,1.41%,-3.31%,-1.95%,-0.30%,1.41%,0.00%,0.00%,-5.70%,-0.60%,5.93%,0.85%,0.46%,236.96,13.75,"4,415.46",0.00,-3.647%
7,1967,"1,967.50",7/31/1967,33.400,"225,842.71","2,490.12","1,754.19","3,401.31","225,842.71",33.40,33.40,"5,308.11",35.50,22.2200,23.2852,4.49%,0.60%,-3.17%,-0.01%,4.49%,0.00%,0.00%,-1.68%,-0.30%,3.12%,2.73%,3.71%,235.87,13.73,"4,415.01",0.00,0.000%
8,1967,"1,967.58",8/31/1967,33.500,"231,695.47","2,479.77","1,778.23","3,413.25","231,695.47",33.50,33.50,"5,202.05",35.50,21.8409,22.9032,2.29%,-0.71%,1.07%,0.05%,2.29%,0.00%,0.00%,-2.29%,-0.30%,0.42%,1.44%,1.68%,227.44,13.45,"4,473.28",0.00,0.000%
9,1967,"1,967.67",9/30/1967,33.600,"231,695.47","2,483.03","1,757.80","3,425.39","231,695.47",33.60,33.60,"5,286.60",35.50,22.3461,23.4506,-0.30%,-0.17%,-1.44%,0.06%,-0.30%,0.00%,0.00%,1.32%,-0.30%,3.06%,-2.50%,-0.28%,223.68,13.26,"4,469.40",0.00,-0.298%
10,1967,"1,967.75",10/31/1967,33.700,"225,546.37","2,431.84","1,754.24","3,438.01","225,546.37",33.70,33.70,"5,373.29",35.50,21.6705,22.7554,-2.94%,-2.35%,-0.50%,0.07%,-2.94%,0.00%,0.00%,1.34%,-0.30%,1.46%,-3.30%,-2.83%,224.30,13.41,"4,495.08",0.00,-3.232%
11,1967,"1,967.83",11/30/1967,33.900,"226,371.73","2,424.72","1,689.82","3,451.07","226,371.73",33.90,33.90,"5,356.22",35.50,21.5151,22.6078,-0.23%,-0.88%,-4.24%,-0.21%,-0.23%,0.00%,0.00%,-0.91%,-0.59%,0.21%,-1.70%,-0.36%,230.83,14.04,"4,561.37",0.00,-3.451%
12,1967,"1,967.92",12/31/1967,34.000,"232,906.62","2,443.75","1,651.67","3,464.67","232,906.62",34.00,34.00,"5,437.35",35.50,21.8808,23.0082,2.58%,0.49%,-2.55%,0.10%,2.58%,0.00%,0.00%,1.22%,-0.29%,5.73%,-0.53%,2.16%,231.67,14.38,"4,643.23",0.00,-0.956%
1,1968,"1,968.00",1/31/1968,34.100,"223,288.02","2,584.01","1,674.43","3,479.02","223,288.02",34.10,34.10,"5,444.01",35.20,20.8864,21.9752,-4.41%,5.43%,1.08%,0.12%,-4.41%,0.00%,0.00%,-0.17%,-1.14%,3.92%,4.80%,-2.45%,226.77,14.18,"4,662.36",0.00,-5.324%
2,1968,"1,968.08",2/29/1968,34.200,"216,911.19","2,592.04","1,734.63","3,493.52","216,911.19",34.20,34.20,"5,441.24",35.20,20.1202,21.1823,-3.14%,0.02%,3.29%,0.12%,-3.14%,0.00%,0.00%,-0.34%,-0.29%,-2.94%,1.28%,-2.51%,232.46,15.07,"4,820.38",0.00,-8.297%
3,1968,"1,968.17",3/31/1968,34.300,"219,546.84","2,565.23","1,737.15","3,508.02","219,546.84",34.30,34.30,"5,418.05",35.20,20.7010,21.7890,0.92%,-1.32%,-0.15%,0.12%,0.92%,0.00%,0.00%,-0.72%,-0.29%,-1.34%,-0.59%,0.47%,238.45,14.93,"4,643.40",0.00,-7.453%
4,1968,"1,968.25",4/30/1968,34.400,"237,822.58","2,581.41","1,699.46","3,523.13","237,822.58",34.40,34.40,"5,359.98",39.10,21.6832,22.8184,8.01%,0.34%,-2.45%,0.14%,8.01%,0.00%,0.00%,-1.36%,10.76%,5.68%,-1.13%,6.47%,237.34,14.59,"4,544.19",0.00,-0.041%
5,1968,"1,968.33",5/31/1968,34.500,"241,407.66","2,570.54","1,732.33","3,538.93","241,407.66",34.50,34.50,"5,319.69",42.00,21.8168,22.9527,1.21%,-0.71%,1.64%,0.16%,1.21%,0.00%,0.00%,-1.04%,7.11%,6.40%,0.85%,0.82%,222.91,13.68,"4,523.12",0.00,0.000%
6,1968,"1,968.42",6/30/1968,34.700,"244,218.41","2,626.06","1,735.03","3,555.62","244,218.41",34.70,34.70,"5,216.73",40.95,21.7711,22.8979,0.58%,1.57%,-0.42%,-0.11%,0.58%,0.00%,0.00%,-2.50%,-3.06%,-0.19%,0.73%,0.77%,221.09,13.82,"4,593.45",0.00,0.000%
7,1968,"1,968.50",7/31/1968,34.900,"240,325.08","2,688.53","1,776.47","3,571.98","240,325.08",34.90,34.90,"5,063.07",38.90,21.1056,22.1894,-2.16%,1.79%,1.80%,-0.12%,-2.16%,0.00%,0.00%,-3.50%,-5.55%,-1.36%,5.39%,-1.37%,219.39,13.76,"4,595.90",0.00,-2.158%
8,1968,"1,968.58",8/31/1968,35.000,"253,712.98","2,694.50","1,832.69","3,587.78","253,712.98",35.00,35.00,"5,018.95",39.85,21.4061,22.4983,5.27%,-0.06%,2.87%,0.16%,5.27%,0.00%,0.00%,-1.15%,2.15%,2.34%,1.01%,4.20%,222.44,14.32,"4,704.97",0.00,0.000%
9,1968,"1,968.67",9/30/1968,35.100,"253,712.98","2,692.43","1,824.06","3,603.00","253,712.98",35.10,35.10,"4,989.29",39.70,21.9811,23.0968,-0.28%,-0.36%,-0.75%,0.14%,-0.28%,0.00%,0.00%,-0.87%,-0.66%,2.80%,0.30%,-0.30%,213.48,14.11,"4,817.37",0.00,-0.285%
10,1968,"1,968.75",10/31/1968,35.300,"256,174.10","2,680.44","1,802.24","3,618.58","256,174.10",35.30,35.30,"5,328.22",39.20,21.9295,23.0353,0.40%,-1.01%,-1.76%,-0.14%,0.40%,0.00%,0.00%,6.19%,-1.82%,-0.48%,2.86%,0.11%,214.13,14.17,"4,810.40",0.00,0.000%
11,1968,"1,968.83",11/30/1968,35.400,"269,094.46","2,658.83","1,781.08","3,634.72","269,094.46",35.40,35.40,"5,492.53",39.85,22.7761,23.9185,4.75%,-1.09%,-1.45%,0.16%,4.75%,0.00%,0.00%,2.79%,1.37%,2.34%,-0.92%,3.58%,213.89,13.32,"4,515.44",0.00,0.000%
12,1968,"1,968.92",12/31/1968,35.600,"258,531.79","2,596.88","1,740.26","3,651.22","258,531.79",35.60,35.60,"5,539.86",41.95,21.6722,22.7500,-4.47%,-2.88%,-2.84%,-0.11%,-4.47%,0.00%,0.00%,0.29%,4.68%,3.37%,-0.01%,-4.15%,206.51,13.11,"4,589.84",0.00,-4.465%
1,1969,"1,969.00",1/31/1969,35.700,"257,059.11","2,604.39","1,667.90","3,669.36","257,059.11",35.70,35.70,"5,539.23",42.55,21.3526,22.4065,-0.85%,0.01%,-4.43%,0.22%,-0.85%,0.00%,0.00%,-0.29%,1.15%,-0.74%,1.67%,-0.68%,215.45,12.78,"4,274.97",0.00,-5.275%
2,1969,"1,969.08",2/28/1969,35.800,"245,526.04","2,604.43","1,775.59","3,688.13","245,526.04",35.80,35.80,"5,580.44",42.77,20.2097,21.1981,-4.75%,-0.28%,6.16%,0.23%,-4.75%,0.00%,0.00%,0.46%,0.24%,-3.92%,0.91%,-3.86%,216.93,13.71,"4,543.10",0.00,-9.778%
3,1969,"1,969.17",3/31/1969,36.100,"254,628.50","2,610.37","1,772.26","3,706.94","254,628.50",36.10,36.10,"5,550.52",43.10,20.6411,21.6452,2.85%,-0.61%,-1.02%,-0.33%,2.85%,0.00%,0.00%,-1.36%,-0.07%,-0.30%,-0.51%,2.15%,225.65,14.58,"4,633.31",0.00,-7.211%
4,1969,"1,969.25",4/30/1969,36.300,"260,751.41","2,643.36","1,781.19","3,725.54","260,751.41",36.30,36.30,"5,674.60",43.60,20.9178,21.9288,1.84%,0.71%,-0.05%,-0.05%,1.84%,0.00%,0.00%,1.67%,0.60%,-0.86%,-0.03%,1.61%,220.89,14.52,"4,699.96",0.00,-5.503%
5,1969,"1,969.33",5/31/1969,36.400,"260,829.96","2,588.05","1,840.30","3,744.51","260,829.96",36.40,36.40,"5,770.02",43.15,20.6466,21.6369,-0.24%,-2.36%,3.03%,0.23%,-0.24%,0.00%,0.00%,1.40%,-1.30%,-0.21%,0.70%,-0.67%,217.39,14.69,"4,816.25",0.00,-5.734%
6,1969,"1,969.42",6/30/1969,36.600,"246,990.70","2,570.24","1,757.74","3,763.35","246,990.70",36.60,36.60,"5,696.05",41.23,19.4356,20.3593,-5.82%,-1.23%,-5.01%,-0.05%,-5.82%,0.00%,0.00%,-1.82%,-4.97%,-5.37%,-1.08%,-4.91%,218.87,14.12,"4,584.16",0.00,-11.224%
7,1969,"1,969.50",7/31/1969,36.800,"232,790.77","2,597.83","1,778.87","3,783.55","232,790.77",36.80,36.80,"5,623.21",41.45,18.1197,17.6274,-6.26%,0.52%,0.65%,-0.01%,-6.26%,0.00%,0.00%,-1.82%,-0.01%,-3.24%,1.20%,-4.91%,230.16,15.72,"4,839.97",0.00,-16.782%
8,1969,"1,969.58",8/31/1969,36.900,"242,785.47","2,580.23","1,795.32","3,805.62","242,785.47",36.90,36.90,"5,696.27",40.95,18.7528,18.2395,4.01%,-0.95%,0.65%,0.31%,4.01%,0.00%,0.00%,1.02%,-1.47%,0.93%,-3.79%,3.02%,242.05,16.69,"4,870.95",0.00,-13.444%
9,1969,"1,969.67",9/30/1969,37.100,"237,376.84","2,470.96","1,802.05","3,827.76","237,376.84",37.10,37.10,"6,000.97",40.65,18.1333,17.6311,-2.75%,-4.75%,-0.17%,0.04%,-2.75%,0.00%,0.00%,4.78%,-1.27%,1.18%,-3.27%,-3.16%,234.96,16.13,"4,833.91",0.00,-15.829%
10,1969,"1,969.75",10/31/1969,37.300,"248,243.95","2,590.45","1,714.56","3,850.37","248,243.95",37.30,37.30,"6,260.22",39.85,18.7640,18.2415,4.02%,4.27%,-5.37%,0.05%,4.02%,0.00%,0.00%,3.76%,-2.49%,3.91%,-3.16%,4.06%,242.62,16.82,"4,868.87",0.00,-12.448%
11,1969,"1,969.83",11/30/1969,37.500,"240,456.81","2,540.55","1,760.89","3,872.83","240,456.81",37.50,37.50,"6,191.07",35.55,17.8709,17.3657,-3.65%,-2.45%,2.15%,0.05%,-3.65%,0.00%,0.00%,-1.63%,-11.27%,-2.58%,-1.19%,-3.42%,233.15,16.40,"4,923.14",0.00,-15.646%
12,1969,"1,969.92",12/31/1969,37.700,"236,645.64","2,450.53","1,728.57","3,896.20","236,645.64",37.70,37.70,"6,150.97",35.21,17.5139,17.0126,-2.11%,-4.06%,-2.36%,0.07%,-2.11%,0.00%,0.00%,-1.17%,-1.48%,-3.71%,-2.86%,-2.50%,241.40,17.42,"5,033.60",0.00,-17.424%
1,1970,"1,970.00",1/31/1970,37.900,"219,228.22","2,489.52","1,691.07","3,921.59","231,685.54",37.90,37.90,"6,287.63",34.98,16.1905,15.7196,-7.85%,1.06%,-2.69%,0.12%,-2.61%,0.00%,0.00%,1.68%,-1.18%,2.93%,3.13%,-6.07%,247.59,18.22,"5,117.16",0.00,-23.905%
2,1970,"1,970.08",2/28/1970,38.100,"231,460.92","2,663.21","1,694.06","3,947.31","228,810.30",38.10,38.10,"6,382.59",35.00,16.8134,16.3209,5.03%,6.42%,-0.35%,0.13%,-1.76%,0.00%,0.00%,0.98%,-0.47%,-2.58%,3.93%,5.30%,263.59,19.51,"5,129.45",0.00,-20.081%
3,1970,"1,970.17",3/31/1970,38.300,"232,480.93","2,643.92","1,800.23","3,970.76","228,786.63",38.30,38.30,"6,393.51",35.30,16.6772,16.1944,-0.08%,-1.24%,5.71%,0.07%,-0.53%,0.00%,0.00%,-0.35%,0.33%,-2.32%,3.99%,-0.32%,250.33,17.41,"4,803.62",0.00,-20.148%
4,1970,"1,970.25",4/30/1970,38.500,"212,132.53","2,522.28","1,797.83","3,992.70","204,883.06",38.50,38.50,"6,373.68",35.85,15.0610,14.6268,-9.23%,-5.10%,-0.65%,0.03%,-10.91%,0.00%,0.00%,-0.83%,1.03%,-6.15%,6.18%,-8.40%,251.13,15.95,"4,369.99",0.00,-27.516%
5,1970,"1,970.33",5/31/1970,38.600,"199,888.42","2,515.39","1,715.33","4,014.36","189,870.26",38.60,38.60,"6,184.36",35.50,14.3167,13.9073,-6.02%,-0.53%,-4.84%,0.28%,-7.57%,0.00%,0.00%,-3.22%,-1.23%,-4.59%,3.33%,-4.92%,274.17,19.37,"4,844.00",0.00,-31.876%
6,1970,"1,970.42",6/30/1970,38.800,"190,578.98","2,581.14","1,641.84","4,037.24","192,023.73",38.80,38.80,"6,623.10",35.51,13.2807,12.9036,-5.15%,2.08%,-4.78%,0.05%,0.61%,0.00%,0.00%,6.54%,-0.49%,-2.13%,0.60%,-3.71%,288.37,21.16,"5,013.09",0.00,-35.384%
7,1970,"1,970.50",7/31/1970,38.900,"205,244.60","2,653.97","1,696.02","4,059.72","199,693.42",38.90,38.90,"6,555.18",35.29,14.1905,13.4768,7.42%,2.56%,3.03%,0.30%,3.73%,0.00%,0.00%,-1.28%,-0.88%,-0.50%,0.90%,6.44%,299.47,22.21,"5,047.26",0.00,-30.590%
8,1970,"1,970.58",8/31/1970,39.000,"215,067.99","2,649.34","1,768.42","4,081.54","203,704.56",39.00,39.00,"6,889.34",35.77,14.7572,14.0216,4.52%,-0.43%,4.00%,0.28%,1.75%,0.00%,0.00%,4.83%,1.10%,1.52%,1.15%,3.52%,281.35,21.75,"5,237.41",0.00,-27.455%
9,1970,"1,970.67",9/30/1970,39.200,"223,104.67","2,704.37","1,762.32","4,103.34","210,089.26",39.20,39.20,"6,975.89",36.24,15.1572,14.4079,3.21%,1.56%,-0.85%,0.02%,2.61%,0.00%,0.00%,0.74%,0.80%,8.59%,-5.47%,2.87%,271.77,22.06,"5,479.34",0.00,-25.128%
10,1970,"1,970.75",10/31/1970,39.400,"221,017.98","2,712.99","1,814.31","4,124.27","204,483.13",39.40,39.40,"6,951.25",37.40,14.9159,14.1830,-1.44%,-0.19%,2.43%,0.00%,-3.16%,0.00%,0.00%,-0.86%,2.68%,-4.21%,0.22%,-1.19%,264.18,20.76,"5,283.19",0.00,-26.204%
11,1970,"1,970.83",11/30/1970,39.600,"232,199.23","2,900.55","1,786.75","4,144.58","197,705.60",39.60,39.60,"6,855.69",37.60,15.4744,14.7197,4.53%,6.37%,-2.02%,-0.02%,-3.80%,0.00%,0.00%,-1.87%,0.03%,-3.94%,1.69%,4.89%,267.37,20.48,"5,129.92",0.00,-22.863%
12,1970,"1,970.92",12/31/1970,39.800,"246,077.56","2,914.11","1,940.15","4,162.82","204,909.09",39.80,39.80,"6,917.59",37.38,16.2500,15.4636,5.44%,-0.04%,8.04%,-0.06%,3.12%,0.00%,0.00%,0.40%,-1.08%,2.92%,1.00%,4.34%,254.90,21.21,"5,553.68",0.00,-18.663%
1,1971,"1,971.00",1/31/1971,39.900,"256,729.46","3,019.11","1,942.32","4,179.71","214,654.16",39.90,39.90,"7,269.18",38.00,16.9414,16.1260,4.07%,3.34%,-0.14%,0.15%,4.49%,0.00%,0.00%,4.82%,1.40%,7.36%,1.33%,3.92%,244.28,20.87,"5,679.27",0.00,-15.355%
2,1971,"1,971.08",2/28/1971,39.900,"259,751.96","3,023.32","2,034.05","4,195.18","217,418.18",39.90,39.90,"7,198.86",38.79,17.0217,16.2086,1.18%,0.14%,4.72%,0.37%,1.29%,0.00%,0.00%,-0.97%,2.08%,1.86%,-1.23%,0.97%,235.07,19.79,"5,576.86",0.00,-14.358%
3,1971,"1,971.17",3/31/1971,40.000,"270,005.48","3,178.67","1,999.74","4,208.11","228,710.91",40.00,40.00,"7,273.99",38.80,17.5334,16.7062,3.69%,4.88%,-1.93%,0.06%,4.93%,0.00%,0.00%,0.79%,-0.22%,2.62%,-3.95%,3.92%,232.83,19.84,"5,627.99",0.00,-11.200%
4,1971,"1,971.25",4/30/1971,40.100,"280,498.15","3,066.27","2,103.66","4,219.96","233,822.45",40.10,40.10,"7,319.66",39.60,18.0959,17.2525,3.63%,-3.78%,4.93%,0.03%,1.98%,0.00%,0.00%,0.38%,1.81%,-0.49%,0.69%,2.14%,224.04,19.55,"5,742.58",0.00,-7.980%
5,1971,"1,971.33",5/31/1971,40.300,"269,537.83","3,014.82","2,055.92","4,233.54","235,857.61",40.30,40.30,"7,589.51",40.80,17.3283,16.5285,-4.38%,-2.17%,-2.75%,-0.18%,0.37%,0.00%,0.00%,3.17%,2.52%,-1.04%,-1.44%,-3.94%,219.34,19.86,"5,940.29",0.00,-12.014%
6,1971,"1,971.42",6/30/1971,40.500,"270,426.25","2,961.03","2,024.15","4,248.14","240,129.06",40.50,40.50,"7,512.59",40.20,17.1279,16.3456,-0.17%,-2.27%,-2.03%,-0.15%,1.31%,0.00%,0.00%,-1.50%,-1.96%,-1.47%,-1.87%,-0.59%,228.35,20.68,"5,920.82",0.00,-12.160%
7,1971,"1,971.50",7/31/1971,40.600,"259,948.98","2,945.35","1,988.22","4,264.96","246,388.34",40.60,40.60,"7,563.07",42.48,16.4164,15.6735,-4.11%,-0.77%,-2.02%,0.15%,2.35%,0.00%,0.00%,0.42%,5.41%,-1.48%,0.02%,-3.45%,229.71,21.08,"5,979.21",0.00,-15.771%
8,1971,"1,971.58",8/31/1971,40.700,"270,032.21","3,087.66","2,014.88","4,284.15","242,720.33",40.70,40.70,"7,528.81",41.00,16.8702,16.1164,3.62%,4.57%,1.09%,0.20%,-1.73%,0.00%,0.00%,-0.70%,-3.72%,-0.17%,2.63%,3.81%,237.91,22.23,"6,068.80",0.00,-12.719%
9,1971,"1,971.67",9/30/1971,40.800,"268,852.40","3,168.24","2,115.93","4,301.79","242,232.84",40.80,40.80,"7,528.21",42.48,16.6819,15.9447,-0.68%,2.36%,4.76%,0.17%,-0.45%,0.00%,0.00%,-0.25%,3.36%,0.51%,-2.91%,-0.08%,229.18,21.85,"6,171.26",0.00,-13.313%
