Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
11,1874,"1,874.83",N/A,11.513,129.13,128.85,128.41,132.55,129.13,11.51,11.51,23.09,23.09,11.5427,11.5739,1.93%,2.54%,3.78%,1.40%,1.93%,0.00%,0.00%,0.83%,0.83%,0.00%,0.00%,2.05%,"67,848.80",12.08,"1,953.13",0.00,0.000%
12,1874,"1,874.92",N/A,11.513,129.49,131.36,132.81,133.31,129.49,11.51,11.51,23.09,23.09,11.4712,11.5025,0.28%,1.95%,3.43%,0.57%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,"66,484.96",12.54,"2,056.92",0.00,0.000%
1,1875,"1,875.00",N/A,11.513,130.26,129.97,129.30,133.86,130.26,11.51,11.51,23.54,23.54,11.4332,11.4637,0.59%,-1.06%,-2.65%,0.41%,0.59%,0.00%,0.00%,1.95%,1.95%,0.00%,0.00%,0.26%,"66,081.71",12.96,"2,125.68",0.00,0.000%
2,1875,"1,875.08",N/A,11.513,130.68,131.47,131.86,134.42,130.68,11.51,11.51,23.54,23.54,11.3707,11.3956,0.32%,1.15%,1.98%,0.41%,0.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,"65,911.31",13.18,"2,156.67",0.00,0.000%
3,1875,"1,875.17",N/A,11.513,132.89,132.13,132.75,134.97,132.89,11.51,11.51,23.54,23.54,11.4699,11.4901,1.69%,0.51%,0.68%,0.41%,1.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,"65,593.97",13.35,"2,181.17",0.00,0.000%
4,1875,"1,875.25",N/A,11.608,135.42,134.33,136.76,135.53,135.42,11.61,11.61,23.54,23.54,11.5104,11.5263,1.07%,0.83%,2.18%,-0.41%,1.07%,0.00%,0.00%,-0.82%,-0.82%,0.00%,0.00%,1.02%,"64,656.37",12.43,"2,049.88",0.00,0.000%
5,1875,"1,875.33",N/A,11.322,131.06,136.60,140.97,136.09,131.06,11.32,11.32,23.54,23.54,11.3465,11.3551,-0.78%,4.26%,5.67%,2.94%,-0.78%,0.00%,0.00%,2.52%,2.52%,0.00%,0.00%,0.22%,"64,005.09",12.74,"2,110.35",0.00,-0.779%
6,1875,"1,875.42",N/A,11.132,128.87,138.61,144.66,136.65,128.87,11.13,11.13,23.54,23.54,11.2713,11.2811,0.01%,3.20%,4.37%,2.13%,0.01%,0.00%,0.00%,1.71%,1.71%,0.00%,0.00%,0.65%,"63,861.98",13.23,"2,183.38",0.00,-0.766%
7,1875,"1,875.50",N/A,11.132,129.91,133.67,133.77,137.22,129.91,11.13,11.13,23.54,23.54,11.2916,11.3012,0.81%,-3.56%,-7.53%,0.41%,0.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,"63,451.88",13.11,"2,165.16",0.00,0.000%
8,1875,"1,875.58",N/A,11.227,131.32,134.08,134.12,137.78,131.32,11.23,11.23,23.54,23.54,11.2526,11.2585,0.23%,-0.55%,-0.58%,-0.44%,0.23%,0.00%,0.00%,-0.85%,-0.85%,0.00%,0.00%,0.07%,"63,497.08",13.39,"2,198.41",0.00,0.000%
9,1875,"1,875.67",N/A,11.132,130.52,134.33,134.17,138.35,130.52,11.13,11.13,23.54,23.54,11.2202,11.2205,0.24%,1.05%,0.89%,1.27%,0.24%,0.00%,0.00%,0.85%,0.85%,0.00%,0.00%,0.39%,"63,454.34",13.46,"2,197.96",0.00,0.000%
10,1875,"1,875.75",N/A,11.132,129.34,135.23,135.52,138.93,129.34,11.13,11.13,23.54,23.54,11.0625,11.0610,-0.90%,0.67%,1.01%,0.41%,-0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.59%,"63,205.24",13.74,"2,239.96",0.00,-0.901%
11,1875,"1,875.83",N/A,11.037,131.89,136.41,137.46,139.50,131.89,11.04,11.04,23.54,23.54,11.3251,11.3206,2.85%,1.75%,2.30%,1.28%,2.85%,0.00%,0.00%,0.86%,0.86%,0.00%,0.00%,2.63%,"63,581.40",14.51,"2,339.04",0.00,0.000%
12,1875,"1,875.92",N/A,10.942,132.61,137.81,139.83,140.08,132.61,10.94,10.94,23.54,23.54,11.4321,11.4262,1.42%,1.90%,2.61%,1.29%,1.42%,0.00%,0.00%,0.87%,0.87%,0.00%,0.00%,1.51%,"61,954.12",13.93,"2,291.27",0.00,0.000%
1,1876,"1,876.00",N/A,10.847,136.42,136.08,135.79,140.70,136.42,10.85,10.85,22.30,22.30,11.8066,11.7995,3.77%,-0.39%,-2.04%,1.33%,3.77%,0.00%,0.00%,-4.44%,-4.44%,0.00%,0.00%,2.93%,"61,030.02",14.38,"2,387.60",0.00,0.000%
2,1876,"1,876.08",N/A,10.847,139.10,137.91,138.99,141.32,139.10,10.85,10.85,22.30,22.30,11.9840,11.9765,1.97%,1.35%,2.36%,0.44%,1.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.84%,"59,290.71",14.01,"2,381.17",0.00,0.000%
3,1876,"1,876.17",N/A,10.847,139.47,137.97,138.58,141.95,139.47,10.85,10.85,22.30,22.30,11.9667,11.9574,0.26%,0.04%,-0.30%,0.44%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,"58,217.97",13.34,"2,295.65",0.00,0.000%
4,1876,"1,876.25",N/A,10.751,134.79,138.09,138.30,142.58,134.79,10.75,10.75,22.30,22.30,11.6253,11.6142,-2.50%,0.97%,0.68%,1.33%,-2.50%,0.00%,0.00%,0.88%,0.88%,0.00%,0.00%,-1.81%,"58,094.80",12.80,"2,196.05",0.00,-2.497%
5,1876,"1,876.33",N/A,10.371,130.46,138.64,138.90,143.21,130.46,10.37,10.37,22.30,22.30,11.6223,11.6107,0.34%,4.08%,4.12%,4.13%,0.34%,0.00%,0.00%,3.67%,3.67%,0.00%,0.00%,1.09%,"59,164.38",13.23,"2,216.19",0.00,-2.164%
6,1876,"1,876.42",N/A,10.085,130.41,140.44,142.02,143.85,130.41,10.09,10.09,22.30,22.30,11.8970,11.8895,2.79%,4.16%,5.14%,3.29%,2.79%,0.00%,0.00%,2.83%,2.83%,0.00%,0.00%,3.06%,"58,528.77",13.33,"2,244.68",0.00,0.000%
7,1876,"1,876.50",N/A,10.085,129.53,138.15,136.82,144.49,129.53,10.09,10.09,22.30,22.30,11.7692,11.7645,-0.67%,-1.63%,-3.66%,0.44%,-0.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.87%,"56,792.38",13.51,"2,331.63",0.00,-0.674%
8,1876,"1,876.58",N/A,10.181,124.73,135.92,131.85,145.13,124.73,10.18,10.18,22.30,22.30,11.1814,11.1751,-4.61%,-2.53%,-4.53%,-0.49%,-4.61%,0.00%,0.00%,-0.93%,-0.93%,0.00%,0.00%,-4.20%,"57,289.98",14.04,"2,389.64",0.00,-5.250%
9,1876,"1,876.67",N/A,10.276,117.92,133.98,127.56,145.78,117.92,10.28,10.28,22.30,22.30,10.4314,10.4228,-6.33%,-2.34%,-4.15%,-0.49%,-6.33%,0.00%,0.00%,-0.93%,-0.93%,0.00%,0.00%,-5.54%,"59,799.72",15.31,"2,482.81",0.00,-11.248%
10,1876,"1,876.75",N/A,10.466,117.79,133.45,126.05,146.42,117.79,10.47,10.47,22.30,22.30,10.1953,10.1845,-1.93%,-2.21%,-2.98%,-1.38%,-1.93%,0.00%,0.00%,-1.82%,-1.82%,0.00%,0.00%,-1.99%,"63,303.95",16.47,"2,509.11",0.00,-12.959%
11,1876,"1,876.83",N/A,10.561,116.46,134.38,127.36,147.07,116.46,10.56,10.56,22.30,22.30,9.9587,9.9449,-2.02%,-0.21%,0.12%,-0.46%,-2.02%,0.00%,0.00%,-0.90%,-0.90%,0.00%,0.00%,-1.66%,"64,588.34",16.37,"2,427.78",0.00,-14.719%
12,1876,"1,876.92",N/A,10.751,116.34,134.65,127.40,147.73,116.34,10.75,10.75,22.30,22.30,9.7434,9.7282,-1.87%,-1.57%,-1.73%,-1.33%,-1.87%,0.00%,0.00%,-1.77%,-1.77%,0.00%,0.00%,-1.81%,"65,681.06",16.93,"2,453.76",0.00,-16.314%
1,1877,"1,877.00",N/A,10.942,116.13,132.02,121.88,148.35,116.13,10.94,10.94,21.25,21.25,9.5390,9.5176,-1.92%,-3.66%,-6.00%,-1.33%,-1.92%,0.00%,0.00%,-6.37%,-6.37%,0.00%,0.00%,-2.27%,"66,894.84",17.56,"2,482.52",0.00,-17.918%
2,1877,"1,877.08",N/A,10.656,109.83,131.92,121.27,148.97,109.83,10.66,10.66,19.58,21.25,9.2434,9.2196,-2.89%,2.60%,2.16%,3.11%,-2.89%,0.00%,0.00%,-5.37%,2.68%,0.00%,0.00%,-1.80%,"68,448.61",17.95,"2,464.52",0.00,-20.292%
3,1877,"1,877.17",N/A,10.181,104.70,131.44,119.96,149.59,104.70,10.18,10.18,18.83,21.25,9.1987,9.1757,-0.21%,4.29%,3.54%,5.11%,-0.21%,0.00%,0.00%,0.62%,4.67%,0.00%,0.00%,0.68%,"69,701.67",19.17,"2,566.79",0.00,-20.461%
4,1877,"1,877.25",N/A,10.466,97.90,132.85,122.14,150.22,97.90,10.47,10.47,22.97,21.25,8.3356,8.3168,-9.05%,-1.68%,-0.96%,-2.32%,-9.05%,0.00%,0.00%,18.66%,-2.73%,0.00%,0.00%,-7.58%,"69,227.73",19.36,"2,591.28",0.00,-27.659%
5,1877,"1,877.33",N/A,10.656,98.45,135.25,126.18,150.85,98.45,10.66,10.66,19.61,21.25,8.2071,8.1843,-1.23%,-0.01%,1.46%,-1.37%,-1.23%,0.00%,0.00%,-16.14%,-1.79%,0.00%,0.00%,-0.99%,"74,906.10",21.32,"2,619.07",0.00,-28.552%
6,1877,"1,877.42",N/A,10.085,91.92,133.93,123.25,151.48,91.92,10.09,10.09,18.53,21.25,8.0703,8.0437,-1.34%,4.63%,3.21%,6.10%,-1.34%,0.00%,0.00%,-0.16%,5.66%,0.00%,0.00%,-0.15%,"75,657.85",22.41,"2,703.41",0.00,-29.510%
7,1877,"1,877.50",N/A,10.181,96.19,134.44,123.77,152.12,96.19,10.18,10.18,17.86,21.25,8.3373,8.3133,3.67%,-0.56%,-0.52%,-0.52%,3.67%,0.00%,0.00%,-4.52%,-0.93%,0.00%,0.00%,2.82%,"75,772.16",22.09,"2,639.85",0.00,-26.925%
8,1877,"1,877.58",N/A,9.800,103.36,133.67,121.91,152.75,103.36,9.80,9.80,16.31,21.25,9.2832,9.2546,11.62%,3.29%,2.32%,4.32%,11.62%,0.00%,0.00%,-5.14%,3.88%,0.00%,0.00%,9.95%,"73,695.73",23.07,"2,812.04",0.00,-18.432%
9,1877,"1,877.67",N/A,9.705,110.13,130.83,116.25,153.39,110.13,9.70,9.70,17.13,21.25,9.9614,9.9338,7.59%,-1.17%,-3.71%,1.40%,7.59%,0.00%,0.00%,6.08%,0.98%,0.00%,0.00%,5.84%,"67,025.07",21.94,"2,918.24",0.00,-12.239%
10,1877,"1,877.75",N/A,9.705,113.10,130.86,115.89,154.04,113.10,9.70,9.70,17.34,21.25,10.2027,10.1741,2.70%,0.02%,-0.30%,0.42%,2.70%,0.00%,0.00%,1.23%,0.00%,0.00%,0.00%,2.16%,"63,329.00",21.22,"2,965.85",0.00,-9.868%
11,1877,"1,877.83",N/A,9.515,111.84,132.01,117.54,154.68,111.84,9.51,9.51,16.96,21.25,10.2609,10.2298,0.86%,2.89%,3.45%,2.43%,0.86%,0.00%,0.00%,-0.22%,2.00%,0.00%,0.00%,1.26%,"61,989.42",20.02,"2,837.97",0.00,-9.095%
12,1877,"1,877.92",N/A,9.515,111.85,131.95,117.03,155.33,111.85,9.51,9.51,17.06,21.25,10.2293,10.1984,0.01%,-0.04%,-0.43%,0.42%,0.01%,0.00%,0.00%,0.55%,0.00%,0.00%,0.00%,0.00%,"61,217.46",21.05,"3,001.84",0.00,-9.084%
1,1878,"1,878.00",N/A,9.229,112.31,132.38,117.40,155.97,112.31,9.23,9.23,16.12,20.69,10.5526,10.5211,3.52%,3.43%,3.41%,3.51%,3.52%,0.00%,0.00%,-2.55%,0.38%,0.00%,0.00%,3.50%,"61,219.25",21.46,"3,040.30",0.00,-5.887%
2,1878,"1,878.08",N/A,9.134,110.63,132.82,117.78,156.60,110.63,9.13,9.13,16.29,20.69,10.4608,10.4326,-0.47%,1.37%,1.37%,1.45%,-0.47%,0.00%,0.00%,2.10%,1.04%,0.00%,0.00%,-0.11%,"59,151.64",20.72,"3,016.84",0.00,-6.330%
3,1878,"1,878.17",N/A,8.944,112.83,132.36,116.56,157.24,112.83,8.94,8.94,16.05,20.69,10.8513,10.8238,4.16%,1.78%,1.07%,2.55%,4.16%,0.00%,0.00%,0.62%,2.13%,0.00%,0.00%,3.68%,"59,214.90",20.75,"2,998.85",0.00,-2.434%
4,1878,"1,878.25",N/A,8.849,116.78,131.73,115.05,157.88,116.78,8.85,8.85,15.23,20.69,11.3036,11.2786,4.61%,0.60%,-0.23%,1.49%,4.61%,0.00%,0.00%,-4.12%,1.08%,0.00%,0.00%,3.81%,"57,113.67",21.83,"3,248.84",0.00,0.000%
5,1878,"1,878.33",N/A,8.563,117.69,134.62,119.76,158.53,117.69,8.56,8.56,13.67,20.69,11.7203,11.6959,4.14%,5.60%,7.57%,3.76%,4.14%,0.00%,0.00%,-7.25%,3.33%,0.00%,0.00%,4.43%,"55,019.57",21.63,"3,320.32",0.00,0.000%
6,1878,"1,878.42",N/A,8.373,120.75,133.58,117.49,159.18,120.75,8.37,8.37,13.97,20.69,12.2449,12.2248,4.93%,1.48%,0.33%,2.69%,4.93%,0.00%,0.00%,4.56%,2.27%,0.00%,0.00%,4.24%,"52,685.45",20.85,"3,321.46",0.00,0.000%
7,1878,"1,878.50",N/A,8.468,123.38,132.87,115.82,159.83,123.38,8.47,8.47,14.85,20.69,12.3147,12.2981,1.03%,-1.65%,-2.53%,-0.72%,1.03%,0.00%,0.00%,5.08%,-1.12%,0.00%,0.00%,0.49%,"50,543.88",19.51,"3,220.58",0.00,0.000%
8,1878,"1,878.58",N/A,8.563,122.50,133.56,116.65,160.48,122.50,8.56,8.56,14.42,20.69,12.0365,12.0180,-1.82%,-0.60%,-0.41%,-0.71%,-1.82%,0.00%,0.00%,-3.99%,-1.11%,0.00%,0.00%,-1.58%,"50,298.23",19.63,"3,237.48",0.00,-1.819%
9,1878,"1,878.67",N/A,8.563,125.63,134.08,117.18,161.13,125.63,8.56,8.56,12.93,20.69,12.2876,12.2677,2.56%,0.39%,0.45%,0.41%,2.56%,0.00%,0.00%,-10.30%,0.00%,0.00%,0.00%,2.12%,"51,104.87",21.17,"3,417.15",0.00,0.000%
10,1878,"1,878.75",N/A,8.468,124.78,133.53,115.80,161.79,124.78,8.47,8.47,12.03,20.69,12.2843,12.2637,0.44%,0.71%,-0.06%,1.54%,0.44%,0.00%,0.00%,-5.88%,1.12%,0.00%,0.00%,0.49%,"50,044.48",20.96,"3,433.52",0.00,0.000%
11,1878,"1,878.83",N/A,8.373,124.84,134.31,116.78,162.45,124.84,8.37,8.37,11.89,20.69,12.3680,12.3484,1.19%,1.73%,1.99%,1.55%,1.19%,0.00%,0.00%,-0.09%,1.14%,0.00%,0.00%,1.29%,"49,801.46",21.28,"3,483.11",0.00,0.000%
12,1878,"1,878.92",N/A,8.183,124.45,135.09,117.75,163.12,124.45,8.18,8.18,11.25,20.69,12.5513,12.5326,2.01%,2.92%,3.18%,2.74%,2.01%,0.00%,0.00%,-3.16%,2.33%,0.00%,0.00%,2.19%,"49,167.56",23.12,"3,811.02",0.00,0.000%
1,1879,"1,879.00",N/A,8.278,129.93,134.53,116.37,163.69,129.93,8.28,8.28,12.59,20.67,12.8824,12.8671,3.20%,-1.56%,-2.31%,-0.80%,3.20%,0.00%,0.00%,10.63%,-1.25%,0.00%,0.00%,2.24%,"48,116.15",22.85,"3,826.27",0.00,0.000%
2,1879,"1,879.08",N/A,8.373,134.96,135.49,117.71,164.27,134.96,8.37,8.37,13.56,20.67,13.1596,13.1449,2.69%,-0.44%,0.00%,-0.79%,2.69%,0.00%,0.00%,6.46%,-1.14%,0.00%,0.00%,2.06%,"47,059.85",23.41,"3,984.32",0.00,0.000%
3,1879,"1,879.17",N/A,8.278,133.67,135.35,117.13,164.86,133.67,8.28,8.28,12.93,20.67,13.1133,13.0976,0.18%,1.05%,0.65%,1.51%,0.18%,0.00%,0.00%,-3.57%,1.15%,0.00%,0.00%,0.35%,"46,110.01",22.85,"3,947.55",0.00,0.000%
4,1879,"1,879.25",N/A,8.183,138.28,136.81,119.36,165.44,138.28,8.18,8.18,12.24,20.67,13.6478,13.6359,4.66%,2.26%,3.09%,1.52%,4.66%,0.00%,0.00%,-4.21%,1.16%,0.00%,0.00%,4.17%,"45,947.98",22.88,"3,944.21",0.00,0.000%
5,1879,"1,879.33",N/A,8.183,145.23,140.42,125.39,166.03,145.23,8.18,8.18,12.98,20.67,14.2489,14.2417,5.02%,2.64%,5.05%,0.35%,5.02%,0.00%,0.00%,6.05%,0.00%,0.00%,0.00%,4.54%,"44,108.03",22.47,"4,013.82",0.00,0.000%
6,1879,"1,879.42",N/A,8.087,147.16,140.10,124.46,166.61,147.16,8.09,8.09,13.03,20.67,14.5204,14.5149,2.52%,0.95%,0.43%,1.53%,2.52%,0.00%,0.00%,1.51%,1.18%,0.00%,0.00%,2.20%,"42,191.30",20.69,"3,843.47",0.00,0.000%
7,1879,"1,879.50",N/A,8.183,150.02,139.54,123.10,167.20,150.02,8.18,8.18,11.75,20.67,14.5390,14.5375,0.76%,-1.56%,-2.25%,-0.81%,0.76%,0.00%,0.00%,-10.86%,-1.16%,0.00%,0.00%,0.29%,"41,281.99",21.98,"4,151.29",0.00,0.000%
8,1879,"1,879.58",N/A,8.183,151.98,139.74,123.10,167.80,151.98,8.18,8.18,11.19,20.67,14.6360,14.6338,1.30%,0.14%,0.00%,0.35%,1.30%,0.00%,0.00%,-4.71%,0.00%,0.00%,0.00%,1.07%,"41,162.09",22.53,"4,245.99",0.00,0.000%
9,1879,"1,879.67",N/A,8.468,158.12,141.23,125.42,168.39,158.12,8.47,8.47,12.97,20.67,14.6207,14.6214,0.53%,-2.34%,-1.55%,-3.03%,0.53%,0.00%,0.00%,11.93%,-3.37%,0.00%,0.00%,-0.05%,"40,727.10",24.08,"4,562.15",0.00,0.000%
10,1879,"1,879.75",N/A,8.944,175.92,141.79,126.05,168.99,175.92,8.94,8.94,14.66,20.67,15.3122,15.3128,5.34%,-4.95%,-4.84%,-4.98%,5.34%,0.00%,0.00%,7.06%,-5.32%,0.00%,0.00%,3.28%,"40,745.54",23.21,"4,373.29",0.00,0.000%
11,1879,"1,879.83",N/A,9.419,185.86,143.55,128.86,169.58,185.86,9.42,9.42,15.54,20.67,15.2809,15.2753,0.32%,-3.87%,-2.93%,-4.71%,0.32%,0.00%,0.00%,0.67%,-5.05%,0.00%,0.00%,-0.52%,"39,452.41",18.98,"3,674.07",0.00,0.000%
12,1879,"1,879.92",N/A,9.705,186.06,144.97,131.07,170.19,186.06,9.70,9.70,16.42,20.67,14.7724,14.7596,-2.84%,-1.98%,-1.27%,-2.60%,-2.84%,0.00%,0.00%,2.54%,-2.94%,0.00%,0.00%,-2.67%,"39,660.56",17.18,"3,292.19",0.00,-2.841%
1,1880,"1,880.00",N/A,9.990,193.78,145.78,132.19,170.91,193.78,9.99,9.99,15.22,20.67,14.8744,14.8596,1.17%,-2.31%,-2.03%,-2.44%,1.17%,0.00%,0.00%,-9.95%,-2.86%,0.00%,0.00%,0.47%,"40,749.85",18.17,"3,372.79",0.00,-1.700%
2,1880,"1,880.08",N/A,9.990,198.24,149.41,138.37,171.63,198.24,9.99,9.99,15.00,20.67,15.1456,15.1293,2.30%,2.49%,4.67%,0.43%,2.30%,0.00%,0.00%,-1.48%,0.00%,0.00%,0.00%,2.33%,"40,557.86",19.15,"3,552.65",0.00,0.000%
3,1880,"1,880.17",N/A,10.085,202.22,151.03,140.90,172.36,202.22,10.09,10.09,13.55,20.67,15.2315,15.2182,1.05%,0.13%,0.87%,-0.52%,1.05%,0.00%,0.00%,-10.54%,-0.94%,0.00%,0.00%,0.86%,"39,632.61",19.21,"3,629.38",0.00,0.000%
4,1880,"1,880.25",N/A,9.705,198.64,151.68,141.62,173.10,198.64,9.70,9.70,13.19,20.67,15.4705,15.4568,2.08%,4.37%,4.45%,4.36%,2.08%,0.00%,0.00%,1.19%,3.92%,0.00%,0.00%,2.54%,"39,295.02",20.48,"3,882.82",0.00,0.000%
5,1880,"1,880.33",N/A,9.419,183.65,153.56,144.68,173.83,183.65,9.42,9.42,12.79,20.67,14.6461,14.6373,-4.75%,4.31%,5.25%,3.47%,-4.75%,0.00%,0.00%,-0.08%,3.03%,0.00%,0.00%,-2.94%,"38,322.93",19.74,"3,817.47",0.00,-4.747%
6,1880,"1,880.42",N/A,9.229,184.91,155.81,148.45,174.57,184.91,9.23,9.23,12.74,20.67,14.9465,14.9446,2.76%,3.56%,4.72%,2.50%,2.76%,0.00%,0.00%,1.66%,2.06%,0.00%,0.00%,2.92%,"39,483.44",20.27,"3,787.42",0.00,-2.114%
7,1880,"1,880.50",N/A,9.229,194.36,155.49,147.30,175.31,194.36,9.23,9.23,14.07,20.67,15.5962,15.6026,5.11%,-0.21%,-0.77%,0.43%,5.11%,0.00%,0.00%,10.40%,0.00%,0.00%,0.00%,4.04%,"38,363.84",17.29,"3,306.53",0.00,0.000%
8,1880,"1,880.58",N/A,9.229,202.40,157.75,151.11,176.06,202.40,9.23,9.23,15.28,20.67,16.1231,16.1338,4.14%,1.46%,2.59%,0.42%,4.14%,0.00%,0.00%,8.64%,0.00%,0.00%,0.00%,3.60%,"36,873.61",17.36,"3,438.46",0.00,0.000%
9,1880,"1,880.67",N/A,9.324,202.73,157.52,150.11,176.81,202.73,9.32,9.32,15.80,20.67,15.8649,15.8773,-0.86%,-1.17%,-1.67%,-0.60%,-0.86%,0.00%,0.00%,2.36%,-1.02%,0.00%,0.00%,-0.93%,"35,592.78",17.02,"3,475.33",0.00,-0.862%
10,1880,"1,880.75",N/A,9.324,209.39,156.46,147.55,177.56,209.39,9.32,9.32,15.80,20.67,16.2637,16.2779,3.28%,-0.67%,-1.71%,0.43%,3.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.49%,"35,926.07",15.35,"3,091.54",0.00,0.000%
11,1880,"1,880.83",N/A,9.419,221.46,160.82,155.32,178.31,221.46,9.42,9.42,17.10,20.67,16.8998,16.9195,4.70%,1.74%,4.20%,-0.59%,4.70%,0.00%,0.00%,7.11%,-1.01%,0.00%,0.00%,4.10%,"35,053.76",14.06,"2,888.50",0.00,0.000%
12,1880,"1,880.92",N/A,9.515,231.13,163.02,159.08,179.07,231.13,9.51,9.51,15.76,20.67,17.3321,17.3542,3.32%,0.36%,1.39%,-0.58%,3.32%,0.00%,0.00%,-8.73%,-1.00%,0.00%,0.00%,2.73%,"33,672.43",13.42,"2,855.72",0.00,0.000%
1,1881,"1,881.00",N/A,9.419,245.74,164.41,161.25,179.79,245.74,9.42,9.42,16.31,20.67,18.4802,18.5104,7.40%,1.87%,2.39%,1.41%,7.40%,0.00%,0.00%,4.51%,1.01%,0.00%,0.00%,6.29%,"32,779.13",12.56,"2,733.75",0.00,0.000%
2,1881,"1,881.08",N/A,9.515,245.62,165.53,162.94,180.50,245.62,9.51,9.51,16.48,20.67,18.1393,18.1710,-1.05%,-0.33%,0.04%,-0.61%,-1.05%,0.00%,0.00%,0.01%,-1.00%,0.00%,0.00%,-0.91%,"30,839.94",12.49,"2,877.73",0.00,-1.050%
3,1881,"1,881.17",N/A,9.515,249.43,166.66,164.65,181.22,249.43,9.51,9.51,16.93,20.67,18.2757,18.3057,1.55%,0.68%,1.05%,0.40%,1.55%,0.00%,0.00%,2.75%,0.00%,0.00%,0.00%,1.37%,"31,122.97",13.96,"3,175.36",0.00,0.000%
4,1881,"1,881.25",N/A,9.610,249.78,168.70,168.19,181.95,249.78,9.61,9.61,17.56,20.67,17.9772,18.0063,-0.85%,0.22%,1.14%,-0.59%,-0.85%,0.00%,0.00%,2.68%,-0.99%,0.00%,0.00%,-0.64%,"30,701.24",13.15,"3,018.34",0.00,-0.849%
5,1881,"1,881.33",N/A,9.515,261.61,172.59,175.46,182.67,261.61,9.51,9.51,17.47,20.67,18.8784,18.9085,5.78%,3.33%,5.37%,1.40%,5.78%,0.00%,0.00%,0.48%,1.00%,0.00%,0.00%,5.29%,"30,898.58",12.34,"2,805.03",0.00,0.000%
6,1881,"1,881.42",N/A,9.515,265.50,174.28,178.36,183.40,265.50,9.51,9.51,18.27,20.67,19.0218,19.0545,1.49%,0.98%,1.65%,0.40%,1.49%,0.00%,0.00%,4.62%,0.00%,0.00%,0.00%,1.38%,"29,347.26",10.64,"2,535.78",0.00,0.000%
7,1881,"1,881.50",N/A,9.610,257.38,172.55,174.19,184.13,257.38,9.61,9.61,19.68,20.67,18.1272,18.1567,-4.02%,-1.97%,-3.30%,-0.59%,-4.02%,0.00%,0.00%,6.60%,-0.99%,0.00%,0.00%,-3.61%,"28,947.18",11.88,"2,858.37",0.00,-4.019%
8,1881,"1,881.58",N/A,9.800,252.23,171.85,172.18,184.87,252.23,9.80,9.80,22.09,20.67,17.2991,17.3242,-3.90%,-2.34%,-3.07%,-1.55%,-3.90%,0.00%,0.00%,10.12%,-1.94%,0.00%,0.00%,-3.59%,"30,032.46",11.63,"2,687.05",0.00,-7.764%
9,1881,"1,881.67",N/A,10.181,255.19,173.83,175.62,185.61,255.19,10.18,10.18,24.78,20.67,16.7363,16.7574,-2.61%,-2.63%,-1.82%,-3.35%,-2.61%,0.00%,0.00%,7.98%,-3.74%,0.00%,0.00%,-2.62%,"31,152.05",12.21,"2,708.01",0.00,-10.171%
10,1881,"1,881.75",N/A,10.276,252.06,173.20,173.78,186.35,252.06,10.28,10.28,22.63,20.67,16.2747,16.2882,-2.14%,-1.28%,-1.97%,-0.53%,-2.14%,0.00%,0.00%,-9.55%,-0.93%,0.00%,0.00%,-1.97%,"31,989.73",9.62,"2,069.50",0.00,-12.093%
11,1881,"1,881.83",N/A,10.181,254.53,174.91,176.68,187.09,254.53,10.18,10.18,21.89,20.67,16.4842,16.4967,1.92%,1.93%,2.62%,1.34%,1.92%,0.00%,0.00%,-2.37%,0.93%,0.00%,0.00%,1.92%,"32,633.11",10.54,"2,213.50",0.00,-10.402%
12,1881,"1,881.92",N/A,10.181,248.43,177.48,181.33,187.84,248.43,10.18,10.18,21.99,20.67,15.9803,15.9931,-2.40%,1.47%,2.63%,0.40%,-2.40%,0.00%,0.00%,0.49%,0.00%,0.00%,0.00%,-1.63%,"32,017.94",9.71,"2,068.92",0.00,-12.552%
1,1882,"1,882.00",N/A,10.181,245.32,177.60,180.98,188.66,245.32,10.18,10.18,22.04,20.67,15.6751,15.6855,-1.25%,0.07%,-0.19%,0.44%,-1.25%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,-0.99%,"32,548.81",8.79,"1,834.73",0.00,-13.646%
